Spline Foil
 1.0000000     0.0000000
 0.9608302     0.0039678
 0.9244054     0.0075937
 0.8905707     0.0108965
 0.8591709     0.0138954
 0.8300511     0.0166090
 0.8030562     0.0190565
 0.7780312     0.0212566
 0.7548211     0.0232283
 0.7332708     0.0249906
 0.7132254     0.0265623
 0.6945297     0.0279624
 0.6770288     0.0292097
 0.6605677     0.0303233
 0.6449913     0.0313220
 0.6301445     0.0322248
 0.6158724     0.0330505
 0.6020200     0.0338181
 0.5884322     0.0345465
 0.5749539     0.0352546
 0.5614336     0.0359609
 0.5477989     0.0366725
 0.5340565     0.0373853
 0.5202165     0.0380945
 0.5062891     0.0387956
 0.4922844     0.0394839
 0.4782125     0.0401548
 0.4640838     0.0408037
 0.4499082     0.0414258
 0.4356959     0.0420167
 0.4214572     0.0425715
 0.4072021     0.0430857
 0.3929408     0.0435547
 0.3786834     0.0439737
 0.3644402     0.0443383
 0.3502212     0.0446436
 0.3360367     0.0448851
 0.3218967     0.0450581
 0.3078115     0.0451581
 0.2937911     0.0451803
 0.2798482     0.0451211
 0.2660052     0.0449804
 0.2522868     0.0447594
 0.2387178     0.0444590
 0.2253232     0.0440802
 0.2121277     0.0436239
 0.1991561     0.0430913
 0.1864332     0.0424832
 0.1739839     0.0418008
 0.1618330     0.0410449
 0.1500052     0.0402165
 0.1385254     0.0393168
 0.1274185     0.0383466
 0.1167091     0.0373069
 0.1064222     0.0361988
 0.0965826     0.0350233
 0.0872150     0.0337813
 0.0783443     0.0324738
 0.0699953     0.0311019
 0.0621919     0.0296667
 0.0549385     0.0281725
 0.0482196     0.0266269
 0.0420189     0.0250377
 0.0363201     0.0234127
 0.0311070     0.0217595
 0.0263633     0.0200860
 0.0220727     0.0183998
 0.0182188     0.0167088
 0.0147855     0.0150206
 0.0117565     0.0133430
 0.0091154     0.0116838
 0.0068460     0.0100507
 0.0049320     0.0084514
 0.0033572     0.0068937
 0.0021052     0.0053853
 0.0011597     0.0039340
 0.0005046     0.0025475
 0.0001234     0.0012336
 0.0000000     0.0000000
 0.0001234    -0.0012336
 0.0005046    -0.0025475
 0.0011597    -0.0039340
 0.0021052    -0.0053853
 0.0033572    -0.0068937
 0.0049320    -0.0084514
 0.0068460    -0.0100507
 0.0091154    -0.0116838
 0.0117565    -0.0133430
 0.0147855    -0.0150206
 0.0182188    -0.0167088
 0.0220727    -0.0183998
 0.0263633    -0.0200860
 0.0311070    -0.0217595
 0.0363201    -0.0234127
 0.0420189    -0.0250377
 0.0482196    -0.0266269
 0.0549385    -0.0281725
 0.0621919    -0.0296667
 0.0699953    -0.0311019
 0.0783443    -0.0324738
 0.0872150    -0.0337813
 0.0965826    -0.0350233
 0.1064222    -0.0361988
 0.1167091    -0.0373069
 0.1274185    -0.0383466
 0.1385254    -0.0393168
 0.1500052    -0.0402165
 0.1618330    -0.0410449
 0.1739839    -0.0418008
 0.1864332    -0.0424832
 0.1991561    -0.0430913
 0.2121277    -0.0436239
 0.2253232    -0.0440802
 0.2387178    -0.0444590
 0.2522868    -0.0447594
 0.2660052    -0.0449804
 0.2798482    -0.0451211
 0.2937911    -0.0451803
 0.3078115    -0.0451581
 0.3218967    -0.0450581
 0.3360367    -0.0448851
 0.3502212    -0.0446436
 0.3644402    -0.0443383
 0.3786834    -0.0439737
 0.3929408    -0.0435547
 0.4072021    -0.0430857
 0.4214572    -0.0425715
 0.4356959    -0.0420167
 0.4499082    -0.0414258
 0.4640838    -0.0408037
 0.4782125    -0.0401548
 0.4922844    -0.0394839
 0.5062891    -0.0387956
 0.5202165    -0.0380945
 0.5340565    -0.0373853
 0.5477989    -0.0366725
 0.5614336    -0.0359609
 0.5749539    -0.0352546
 0.5884322    -0.0345465
 0.6020200    -0.0338181
 0.6158724    -0.0330505
 0.6301445    -0.0322248
 0.6449913    -0.0313220
 0.6605677    -0.0303233
 0.6770288    -0.0292097
 0.6945297    -0.0279624
 0.7132254    -0.0265623
 0.7332708    -0.0249906
 0.7548211    -0.0232283
 0.7780312    -0.0212566
 0.8030562    -0.0190565
 0.8300511    -0.0166090
 0.8591709    -0.0138954
 0.8905707    -0.0108965
 0.9244054    -0.0075937
 0.9608302    -0.0039678
 1.0000000     0.0000000
